txn_id,ts,customer_id,channel,amount_inr,beneficiary_id,beneficiary_added_ts
txn_000123,2026-06-13T15:57:16.476833+05:30,cust_0220,UPI,132.44,ben_70289666,2025-07-09T23:59:59+05:30
txn_000124,2026-06-13T16:20:21.939304+05:30,cust_0085,IMPS,47213.84,ben_80442877,2025-07-07T23:59:59+05:30
txn_000125,2026-06-13T16:27:08.192022+05:30,cust_0092,UPI,2078.25,ben_17768293,2025-06-27T23:59:59+05:30
txn_000126,2026-06-13T16:27:59.290855+05:30,cust_0421,UPI,3167.68,ben_99313606,2026-04-20T23:59:59+05:30
txn_000127,2026-06-13T16:28:19.651010+05:30,cust_0408,UPI,3156.07,ben_57762626,2025-08-25T23:59:59+05:30
txn_000128,2026-06-13T16:29:52.680049+05:30,cust_0287,UPI,3719.58,ben_84039822,2026-04-06T23:59:59+05:30
txn_000129,2026-06-13T16:37:11.774547+05:30,cust_0172,UPI,3155.3,ben_68744701,2026-04-04T23:59:59+05:30
txn_000130,2026-06-13T16:38:57.635176+05:30,cust_0114,UPI,4965.12,ben_52229993,2026-04-21T23:59:59+05:30
txn_000131,2026-06-13T16:43:26.614654+05:30,cust_0304,IMPS,143954.24,ben_96383097,2025-08-23T23:59:59+05:30
txn_000132,2026-06-13T16:46:27.573184+05:30,cust_0136,UPI,2167.48,ben_00099424,2025-09-30T23:59:59+05:30
txn_000133,2026-06-13T16:53:32.853465+05:30,cust_0207,IMPS,64373.42,ben_53056418,2025-12-28T23:59:59+05:30
txn_000134,2026-06-13T17:38:20.209694+05:30,cust_0151,UPI,2210.64,ben_72828954,2026-03-12T23:59:59+05:30
txn_000135,2026-06-13T17:38:56.352101+05:30,cust_0110,UPI,3755.85,ben_94282491,2025-08-15T23:59:59+05:30
txn_000136,2026-06-13T17:40:54.889039+05:30,cust_0265,NEFT,850302.2,ben_11936006,2026-01-11T23:59:59+05:30
txn_000137,2026-06-13T17:51:32.256846+05:30,cust_0178,UPI,3078.75,ben_52013626,2026-01-18T23:59:59+05:30
txn_000138,2026-06-13T17:58:04.033043+05:30,cust_0034,UPI,1945.23,ben_89431910,2025-07-12T23:59:59+05:30
txn_000139,2026-06-13T18:02:31.172037+05:30,cust_0231,NEFT,570451.19,ben_20212372,2026-03-19T23:59:59+05:30
txn_000140,2026-06-13T18:05:57.321228+05:30,cust_0122,IMPS,74519.86,ben_64915795,2025-08-23T23:59:59+05:30
txn_000141,2026-06-13T18:31:57.823366+05:30,cust_0211,UPI,2995.65,ben_91710508,2025-07-14T23:59:59+05:30
txn_000142,2026-06-13T18:35:57.540329+05:30,cust_0495,IMPS,162594.89,ben_57627451,2025-12-13T23:59:59+05:30
txn_000143,2026-06-13T18:40:08.977234+05:30,cust_0079,NEFT,977097.56,ben_39201354,2025-10-07T23:59:59+05:30
txn_000144,2026-06-13T18:43:24.311015+05:30,cust_0441,UPI,4859.04,ben_01815891,2025-12-17T23:59:59+05:30
txn_000145,2026-06-13T18:48:14.793655+05:30,cust_0496,IMPS,120088.46,ben_34761289,2026-03-05T23:59:59+05:30
txn_000146,2026-06-13T18:49:29.108892+05:30,cust_0477,IMPS,8890.18,ben_94848170,2025-09-16T23:59:59+05:30
txn_000147,2026-06-13T18:50:32.293596+05:30,cust_0206,UPI,3254.45,ben_30275000,2025-05-30T23:59:59+05:30
txn_000148,2026-06-13T18:55:40.244314+05:30,cust_0240,NEFT,41019.48,ben_21884968,2026-05-01T23:59:59+05:30
txn_000149,2026-06-13T18:57:22.240096+05:30,cust_0359,NEFT,776282.04,ben_14837475,2026-05-07T23:59:59+05:30
txn_000150,2026-06-13T19:07:39.253705+05:30,cust_0437,RTGS,2049178.33,ben_65325544,2025-05-27T23:59:59+05:30
txn_000151,2026-06-13T19:15:20.557131+05:30,cust_0189,UPI,1639.84,ben_34677116,2025-06-12T23:59:59+05:30
txn_000152,2026-06-13T19:31:47.812083+05:30,cust_0275,IMPS,124970.06,ben_31589016,2025-06-04T23:59:59+05:30
txn_000153,2026-06-13T19:47:11.200992+05:30,cust_0084,NEFT,98425.1,ben_00900436,2025-09-05T23:59:59+05:30
txn_000154,2026-06-13T19:52:25.506594+05:30,cust_0270,NEFT,614929.58,ben_18589900,2025-10-26T23:59:59+05:30
txn_000155,2026-06-13T20:04:42.257215+05:30,cust_0431,UPI,303.79,ben_48722557,2026-02-11T23:59:59+05:30
txn_000156,2026-06-13T20:07:44.385949+05:30,cust_0290,IMPS,92251.03,ben_95394676,2026-04-04T23:59:59+05:30
txn_000157,2026-06-13T20:11:48.528472+05:30,cust_0409,IMPS,175748.1,ben_20767514,2026-03-27T23:59:59+05:30
txn_000158,2026-06-13T20:15:59.640724+05:30,cust_0476,UPI,3749.86,ben_37449998,2026-03-27T23:59:59+05:30
txn_000159,2026-06-13T20:20:37.273444+05:30,cust_0254,UPI,1201.24,ben_54025998,2025-12-24T23:59:59+05:30
txn_000160,2026-06-13T20:49:38.115568+05:30,cust_0074,IMPS,21301.05,ben_65337746,2025-11-30T23:59:59+05:30
txn_000161,2026-06-13T20:56:50.018549+05:30,cust_0326,UPI,1777.09,ben_01514599,2025-07-25T23:59:59+05:30
txn_000162,2026-06-13T20:59:55.175825+05:30,cust_0185,UPI,3149.59,ben_02170754,2025-06-25T23:59:59+05:30
txn_000163,2026-06-13T21:08:04.274635+05:30,cust_0347,UPI,1071.41,ben_16782153,2026-01-11T23:59:59+05:30
txn_000164,2026-06-13T21:13:38.140454+05:30,cust_0222,IMPS,98773.87,ben_43068811,2025-12-29T23:59:59+05:30
txn_000165,2026-06-13T21:17:05.475390+05:30,cust_0022,IMPS,142150.03,ben_58665254,2025-09-15T23:59:59+05:30
txn_000166,2026-06-13T21:21:04.842658+05:30,cust_0304,UPI,2347.82,ben_60586794,2025-06-30T23:59:59+05:30
txn_000167,2026-06-13T21:31:37.690819+05:30,cust_0142,IMPS,113354.2,ben_24935340,2025-09-20T23:59:59+05:30
txn_000168,2026-06-13T21:33:57.947565+05:30,cust_0467,UPI,620.59,ben_86751857,2026-01-05T23:59:59+05:30
txn_000169,2026-06-13T21:56:44.749707+05:30,cust_0321,IMPS,39795.61,ben_09233517,2026-03-16T23:59:59+05:30
txn_000170,2026-06-13T22:07:50.665269+05:30,cust_0298,UPI,1913.16,ben_23209140,2025-11-08T23:59:59+05:30
txn_000171,2026-06-13T22:14:07.617462+05:30,cust_0415,NEFT,681348.65,ben_99098412,2025-07-03T23:59:59+05:30
txn_000172,2026-06-13T22:38:49.363854+05:30,cust_0117,UPI,3662.24,ben_99517152,2025-10-09T23:59:59+05:30
txn_000173,2026-06-13T22:51:31.317749+05:30,cust_0066,UPI,424.43,ben_64083037,2025-11-23T23:59:59+05:30
txn_000174,2026-06-13T22:55:35.420748+05:30,cust_0431,IMPS,98577.83,ben_71001154,2025-05-12T23:59:59+05:30
txn_000175,2026-06-13T23:03:20.581487+05:30,cust_0032,UPI,1698.01,ben_51958263,2026-01-19T23:59:59+05:30
txn_000176,2026-06-13T23:03:30.615457+05:30,cust_0115,UPI,1579.09,ben_39835844,2026-03-13T23:59:59+05:30
txn_000177,2026-06-13T23:24:23.109735+05:30,cust_0078,IMPS,70345.08,ben_97315391,2026-04-26T23:59:59+05:30
txn_000178,2026-06-13T23:25:14.327747+05:30,cust_0300,UPI,3374.79,ben_47070385,2025-07-07T23:59:59+05:30
txn_000179,2026-06-13T23:28:26.015940+05:30,cust_0186,NEFT,100717.19,ben_92203004,2026-05-06T23:59:59+05:30
txn_000180,2026-06-13T23:28:32.982592+05:30,cust_0256,IMPS,184647.54,ben_64067560,2025-06-03T23:59:59+05:30
txn_000181,2026-06-13T23:37:34.223158+05:30,cust_0031,UPI,4075.05,ben_51651768,2025-06-13T23:59:59+05:30
txn_000182,2026-06-13T23:41:31.942503+05:30,cust_0481,IMPS,62900.88,ben_05581735,2025-09-30T23:59:59+05:30
txn_000183,2026-06-13T23:45:37.671562+05:30,cust_0321,NEFT,216317.11,ben_59017791,2025-11-10T23:59:59+05:30
txn_000184,2026-06-13T23:49:17.871528+05:30,cust_0247,UPI,1782.85,ben_50147642,2025-08-29T23:59:59+05:30
txn_000185,2026-06-13T23:53:40.607771+05:30,cust_0245,IMPS,114160.57,ben_46706751,2025-11-23T23:59:59+05:30
txn_000186,2026-06-14T00:09:41.072922+05:30,cust_0499,IMPS,193863.52,ben_96585783,2025-05-10T23:59:59+05:30
txn_000187,2026-06-14T00:12:38.692971+05:30,cust_0223,NEFT,257782.16,ben_91538602,2025-08-20T23:59:59+05:30
txn_000188,2026-06-14T00:14:32.841987+05:30,cust_0369,IMPS,105571.29,ben_74705311,2025-10-19T23:59:59+05:30
txn_000189,2026-06-14T00:26:25.867770+05:30,cust_0444,IMPS,27186.22,ben_76006434,2025-12-11T23:59:59+05:30
txn_000190,2026-06-14T00:30:55.995866+05:30,cust_0090,IMPS,161089.29,ben_11894184,2026-03-12T23:59:59+05:30
txn_000191,2026-06-14T00:40:02.325314+05:30,cust_0342,UPI,2548.24,ben_95281447,2025-09-09T23:59:59+05:30
txn_000192,2026-06-14T00:43:22.233944+05:30,cust_0004,NEFT,531521.86,ben_37320430,2025-07-13T23:59:59+05:30
txn_000193,2026-06-14T00:56:40.345504+05:30,cust_0030,UPI,3704.3,ben_25680656,2025-09-10T23:59:59+05:30
txn_000194,2026-06-14T01:25:57.200382+05:30,cust_0150,IMPS,70103.41,ben_82092257,2025-07-20T23:59:59+05:30
txn_000195,2026-06-14T01:31:17.422330+05:30,cust_0366,UPI,238.95,ben_14967914,2025-06-29T23:59:59+05:30
txn_000196,2026-06-14T01:35:02.070808+05:30,cust_0329,UPI,4345.0,ben_52665591,2025-12-26T23:59:59+05:30
txn_000197,2026-06-14T01:40:13.325243+05:30,cust_0251,NEFT,894888.39,ben_54261903,2026-01-30T23:59:59+05:30
txn_000198,2026-06-14T01:44:52.539816+05:30,cust_0210,UPI,569.94,ben_03622117,2025-11-15T23:59:59+05:30
txn_000199,2026-06-14T01:54:15.742292+05:30,cust_0432,UPI,2893.43,ben_28413623,2025-06-16T23:59:59+05:30
txn_000200,2026-06-14T01:58:25.507403+05:30,cust_0094,NEFT,388808.93,ben_85969325,2025-05-27T23:59:59+05:30
txn_000201,2026-06-14T02:00:47.077721+05:30,cust_0303,NEFT,384443.98,ben_18882237,2025-08-01T23:59:59+05:30
txn_000202,2026-06-14T02:10:21.875363+05:30,cust_0008,RTGS,6895765.78,ben_12397283,2025-12-20T23:59:59+05:30
txn_000203,2026-06-14T02:11:49.177802+05:30,cust_0017,UPI,3669.02,ben_25366677,2025-05-13T23:59:59+05:30
txn_000204,2026-06-14T02:30:43.858646+05:30,cust_0063,UPI,1424.84,ben_66189437,2026-03-13T23:59:59+05:30
txn_000205,2026-06-14T02:38:58.756584+05:30,cust_0208,UPI,4914.19,ben_99067456,2026-02-19T23:59:59+05:30
txn_000206,2026-06-14T03:03:13.931276+05:30,cust_0450,UPI,3817.92,ben_55078688,2025-07-14T23:59:59+05:30
txn_000207,2026-06-14T03:22:29.716226+05:30,cust_0147,UPI,3927.46,ben_64110654,2025-12-13T23:59:59+05:30
txn_000208,2026-06-14T03:24:12.344086+05:30,cust_0376,UPI,4789.94,ben_48358626,2026-04-21T23:59:59+05:30
txn_000209,2026-06-14T03:53:43.262626+05:30,cust_0117,IMPS,19669.17,ben_58523860,2025-06-16T23:59:59+05:30
txn_000210,2026-06-14T04:10:11.115822+05:30,cust_0345,IMPS,160938.63,ben_24234800,2025-07-10T23:59:59+05:30
txn_000211,2026-06-14T04:15:35.756941+05:30,cust_0447,IMPS,41442.39,ben_60669926,2026-01-31T23:59:59+05:30
txn_000212,2026-06-14T04:41:33.253504+05:30,cust_0025,IMPS,196594.64,ben_60256265,2025-07-31T23:59:59+05:30
